5.1.01.03.02.0015;Belanja Insentif bagi ASN atas Pemungutan Retribusi Jasa Usaha-Pasar Grosir dan/atau Pertokoan
5.1.01.03.02.0016;Belanja Insentif bagi ASN atas Pemungutan Retribusi Jasa Usaha-Tempat Pelelangan
5.1.01.03.02.0017;Belanja Insentif bagi ASN atas Pemungutan Retribusi Jasa Usaha-Terminal
5.1.01.03.02.0018;Belanja Insentif bagi ASN atas Pemungutan Retribusi Jasa Usaha-Tempat Khusus Parkir
5.1.01.03.02.0019;Belanja Insentif bagi ASN atas Pemungutan Retribusi Jasa Usaha-Tempat Penginapan/Pesanggrahan/Vila
5.1.01.03.02.0020;Belanja Insentif bagi ASN atas Pemungutan Retribusi Jasa Usaha-Rumah Potong Hewan
5.1.01.03.02.0021;Belanja Insentif bagi ASN atas Pemungutan Retribusi Jasa Usaha-Pelayanan Kepelabuhan
5.1.01.03.02.0022;Belanja Insentif bagi ASN atas Pemungutan Retribusi Jasa Usaha-Tempat Rekreasi dan Olahraga
5.1.01.03.02.0023;Belanja Insentif bagi ASN atas Pemungutan Retribusi Jasa Usaha-Penyeberangan Air
5.1.01.03.02.0024;Belanja Insentif bagi ASN atas Pemungutan Retribusi Jasa Usaha-Penjualan Produksi Usaha Daerah
5.1.01.03.02.0025;Belanja Insentif bagi ASN atas Pemungutan Retribusi Perizinan Tertentu-Izin Mendirikan Bangunan
5.1.01.03.02.0026;Belanja Insentif bagi ASN atas Pemungutan Retribusi Perizinan Tertentu-Izin Tempat Penjualan Minuman Beralkohol
5.1.01.03.02.0027;Belanja Insentif bagi ASN atas Pemungutan Retribusi Perizinan Tertentu-Izin Trayek untuk Menyediakan Pelayanan Angkutan Umum
5.1.01.03.02.0028;Belanja Insentif bagi ASN atas Pemungutan Retribusi Perizinan Tertentu-Izin Usaha Perikanan
5.1.01.03.02.0029;Belanja Insentif bagi ASN atas Pemungutan Retribusi Perizinan Tertentu-Pengendalian Lalu Lintas
5.1.01.03.02.0030;Belanja Insentif bagi ASN atas Pemungutan Retribusi Perizinan Tertentu-Perpanjangan Izin Mempekerjakan Tenaga Kerja Asing (IMTA)
5.1.01.03.03.0001;Belanja TPG PNSD
5.1.01.03.04.0001;Belanja TKG PNSD
5.1.01.03.05.0001;Belanja Tamsil Guru PNSD
5.1.01.03.06.0001;Belanja Jasa Pelayanan Kesehatan bagi ASN
5.1.01.03.07.0001;Belanja Honorarium Penanggungjawaban Pengelola Keuangan
5.1.01.03.07.0002;Belanja Honorarium Pengadaan Barang/Jasa
5.1.01.03.07.0003;Belanja Honorarium Perangkat Unit Kerja Pengadaan Barang dan Jasa (UKPBJ)
5.1.01.03.08.0001;Belanja Jasa Pengelolaan BMD yang Menghasilkan Pendapatan
5.1.01.03.08.0002;Belanja Jasa Pengelolaan BMD yang Tidak Menghasilkan Pendapatan
5.1.01.04.01.0001;Belanja Uang Representasi DPRD
5.1.01.04.02.0001;Belanja Tunjangan Keluarga DPRD
5.1.01.04.03.0001;Belanja Tunjangan Beras DPRD
5.1.01.04.04.0001;Belanja Uang Paket DPRD
5.1.01.04.05.0001;Belanja Tunjangan Jabatan DPRD
5.1.01.04.06.0001;Belanja Tunjangan Alat Kelengkapan DPRD
5.1.01.04.07.0001;Belanja Tunjangan Alat Kelengkapan Lainnya DPRD
5.1.01.04.08.0001;Belanja Tunjangan Komunikasi Intensif Pimpinan dan Anggota DPRD
5.1.01.04.09.0001;Belanja Tunjangan Reses DPRD
5.1.01.04.10.0001;Belanja Pembebanan PPh kepada Pimpinan dan Anggota DPRD
5.1.01.04.11.0001;Belanja Pembulatan Gaji DPRD
5.1.01.04.12.0001;Belanja Iuran Jaminan Kesehatan bagi DPRD
5.1.01.04.12.0002;Belanja Jaminan Kecelakaan Kerja DPRD
5.1.01.04.12.0003;Belanja Jaminan Kematian DPRD
5.1.01.04.12.0004;Belanja Tunjangan Perumahan DPRD
5.1.01.04.13.0001;Belanja Tunjangan Transportasi DPRD
5.1.01.04.14.0001;Belanja Uang Jasa Pengabdian DPRD
5.1.01.05.01.0001;Belanja Gaji Pokok KDH/WKDH
5.1.01.05.02.0001;Belanja Tunjangan Keluarga KDH/WKDH
5.1.01.05.03.0001;Belanja Tunjangan Jabatan KDH/WKDH
5.1.01.05.04.0001;Belanja Tunjangan Beras KDH/WKDH
5.1.01.05.05.0001;Belanja Tunjangan PPh/Tunjangan Khusus KDH/WKDH
5.1.01.05.06.0001;Belanja Pembulatan Gaji KDH/WKDH
5.1.01.05.07.0001;Belanja Iuran Jaminan Kesehatan bagi KDH/WKDH
5.1.01.05.08.0001;Belanja Iuran Jaminan Kecelakaan Kerja KDH/WKDH
5.1.01.05.09.0001;Belanja Iuran Jaminan Kematian KDH/WKDH
5.1.01.05.10.0001;Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Kendaraan Bermotor bagi KDH/WKDH
5.1.01.05.10.0002;Belanja Insentif Pemungutan bagi KDH/WKDH atas Bea Balik Nama Kendaraan Bermotor
5.1.01.05.10.0003;Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Bahan Bakar Kendaraan Bermotor
5.1.01.05.10.0004;Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Air Permukaan
5.1.01.05.10.0005;Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Rokok
5.1.01.05.10.0006;Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Hotel
5.1.01.05.10.0007;Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Restoran
5.1.01.05.10.0008;Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Hiburan
5.1.01.05.10.0009;Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Reklame
5.1.01.05.10.0010;Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Penerangan Jalan
5.1.01.05.10.0011;Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Parkir
5.1.01.05.10.0012;Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Air Tanah
5.1.01.05.10.0013;Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Sarang Burung Walet
5.1.01.05.10.0014;Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Mineral Bukan Logam dan Batuan
5.1.01.05.10.0015;Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Bumi dan Bangunan Perdesaan dan Perkotaan
5.1.01.05.10.0016;Belanja Insentif bagi KDH/WKDH atas Pemungutan Bea Perolehan Hak atas Tanah dan Bangunan
5.1.01.05.11.0001;Belanja Insentif Pemungutan bagi KDH/WKDH atas Retribusi Jasa Umum-Pelayanan Kesehatan
5.1.01.05.11.0002;Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Jasa Umum-Pelayanan Persampahan/Kebersihan
5.1.01.05.11.0003;Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Jasa Umum-Pelayanan Pemakaman dan Pengabuan Mayat
5.1.01.05.11.0004;Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Jasa Umum-Pelayanan Parkir di Tepi Jalan Umum
5.1.01.05.11.0005;Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Jasa Umum-Pelayanan Pasar
5.1.01.05.11.0006;Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Jasa Umum-Pengujian Kendaraan Bermotor
5.1.01.05.11.0007;Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Jasa Umum-Pemeriksaan Alat Pemadam Kebakaran
5.1.01.05.11.0008;Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Jasa Umum-Penggantian Biaya Cetak Peta
5.1.01.05.11.0009;Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Jasa Umum-Penyediaan dan/atau Penyedotan Kakus
5.1.01.05.11.0010;Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Jasa Umum-Pengolahan Limbah Cair
5.1.01.05.11.0011;Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Jasa Umum-Pelayanan Tera/Tera Ulang
5.1.01.05.11.0012;Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Jasa Umum-Pelayanan Pendidikan
5.1.01.05.11.0013;Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Jasa Umum-Pengawasan dan Pengendalian Menara Telekomunikasi
5.1.01.05.11.0014;Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Jasa Usaha-Pemakaian Kekayaan Daerah
5.1.01.05.11.0015;Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Jasa Usaha-Pasar Grosir dan/atau Pertokoan
5.1.01.05.11.0016;Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Jasa Usaha-Tempat Pelelangan
5.1.01.05.11.0017;Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Jasa Usaha-Terminal
5.1.01.05.11.0018;Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Jasa Usaha-Tempat Khusus Parkir
5.1.01.05.11.0019;Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Jasa Usaha-Tempat Penginapan/ Pesanggrahan/Vila
5.1.01.05.11.0020;Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Jasa Usaha-Rumah Potong Hewan
5.1.01.05.11.0021;Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Jasa Usaha-Pelayanan Kepelabuhan
5.1.01.05.11.0022;Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Jasa Usaha-Tempat Rekreasi dan Olahraga
5.1.01.05.11.0023;Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Jasa Usaha-Penyeberangan Air
5.1.01.05.11.0024;Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Jasa Usaha-Penjualan Produksi Usaha Daerah
5.1.01.05.11.0025;Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Perizinan Tertentu-Izin Mendirikan Bangunan
5.1.01.05.11.0026;Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Perizinan Tertentu-Izin Tempat Penjualan Minuman Beralkohol
5.1.01.05.11.0027;Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Perizinan Tertentu-Izin Trayek untuk Menyediakan Pelayanan Angkutan Umum
5.1.01.05.11.0028;Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Perizinan Tertentu-Izin Usaha Perikanan
5.1.01.05.11.0029;Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Perizinan Tertentu-Pengendalian Lalu Lintas
5.1.01.05.11.0030;Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Perizinan Tertentu-Perpanjangan Izin Mempekerjakan Tenaga Kerja Asing (IMTA) kepada Pemberi Kerja Tenaga Kerja Asing
5.1.01.06.01.0001;Belanja Dana Operasional Pimpinan DPRD
5.1.01.06.02.0001;Belanja Dana Operasional KDH/WKDH
5.1.01.07.01.0001;Belanja Uang Representasi MRP
5.1.01.07.01.0002;Belanja Uang Representasi MRPB
5.1.01.07.02.0001;Belanja Tunjangan Keluarga MRP
5.1.01.07.02.0002;Belanja Tunjangan Keluarga MRPB
5.1.01.07.03.0001;Belanja Tunjangan Beras MRP
5.1.01.07.03.0002;Belanja Tunjangan Beras MRPB
5.1.01.07.04.0001;Belanja Uang Paket MRP
5.1.01.07.04.0002;Belanja Uang Paket MRPB
5.1.01.07.05.0001;Belanja Tunjangan Jabatan MRP
5.1.01.07.05.0002;Belanja Tunjangan Jabatan MRPB
5.1.01.07.06.0001;Belanja Tunjangan Kelompok Kerja MRP
5.1.01.07.06.0002;Belanja Tunjangan Kelompok Kerja MRPB
5.1.01.07.07.0001;Belanja Uang Penghargaan MRP
5.1.01.07.07.0002;Belanja Uang Penghargaan MRPB
5.1.01.07.08.0001;Belanja Tunjangan Komunikasi Intensif MRP
5.1.01.07.08.0002;Belanja Tunjangan Komunikasi Intensif MRPB
5.1.01.07.09.0001;Belanja Tunjangan Transportasi MRP
5.1.01.07.09.0002;Belanja Tunjangan Transportasi MRPB
5.1.01.07.10.0001;Belanja Pembebanan PPh kepada Pimpinan dan Anggota MRP
5.1.01.07.10.0002;Belanja Pembebanan PPh kepada Pimpinan dan Anggota MRPB
5.1.01.07.11.0001;Belanja Pembulatan Gaji MRP
5.1.01.07.11.0002;Belanja Pembulatan Gaji MRPB
5.1.01.07.12.0001;Belanja Iuran Jaminan Kesehatan bagi MRP
5.1.01.07.12.0002;Belanja Jaminan Kecelakaan Kerja MRP
5.1.01.07.12.0003;Belanja Jaminan Kematian MRP
5.1.01.07.12.0004;Belanja Tunjangan Perumahan MRP
5.1.01.07.12.0005;Belanja Iuran Jaminan Kesehatan bagi MRPB
5.1.01.07.12.0006;Belanja Jaminan Kecelakaan Kerja MRPB
5.1.01.07.12.0007;Belanja Jaminan Kematian MRPB
5.1.01.07.12.0008;Belanja Tunjangan Perumahan MRPB
5.1.01.88.88.8888;Belanja Pegawai BOS
5.1.01.99.99.9999;Belanja Pegawai BLUD
5.1.02.01.01.0001;Belanja Bahan-Bahan Bangunan dan Konstruksi
5.1.02.01.01.0002;Belanja Bahan-Bahan Kimia
5.1.02.01.01.0004;Belanja Bahan-Bahan Bakar dan Pelumas
5.1.02.01.01.0005;Belanja Bahan-Bahan Baku
5.1.02.01.01.0006;Belanja Bahan-Bahan Kimia Nuklir
5.1.02.01.01.0007;Belanja Bahan-Barang dalam Proses
5.1.02.01.01.0008;Belanja Bahan-Bahan/Bibit Tanaman
5.1.02.01.01.0009;Belanja Bahan-Isi Tabung Pemadam Kebakaran
5.1.02.01.01.0010;Belanja Bahan-Isi Tabung Gas
5.1.02.01.01.0011;Belanja Bahan-Bahan/Bibit Ternak/Bibit Ikan
5.1.02.01.01.0012;Belanja Bahan-Bahan Lainnya
5.1.02.01.01.0013;Belanja Suku Cadang-Suku Cadang Alat Angkutan
5.1.02.01.01.0014;Belanja Suku Cadang-Suku Cadang Alat Besar
5.1.02.01.01.0015;Belanja Suku Cadang-Suku Cadang Alat Kedokteran
5.1.02.01.01.0016;Belanja Suku Cadang-Suku Cadang Alat Laboratorium
5.1.02.01.01.0017;Belanja Suku Cadang-Suku Cadang Alat Pemancar
5.1.02.01.01.0018;Belanja Suku Cadang-Suku Cadang Alat Studio dan Komunikasi
5.1.02.01.01.0019;Belanja Suku Cadang-Suku Cadang Alat Pertanian
5.1.02.01.01.0020;Belanja Suku Cadang-Suku Cadang Alat Bengkel
5.1.02.01.01.0022;Belanja Suku Cadang-Persediaan dari Belanja Bantuan Sosial
5.1.02.01.01.0023;Belanja Suku Cadang-Suku Cadang Lainnya
5.1.02.01.01.0024;Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor
5.1.02.01.01.0025;Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover
5.1.02.01.01.0026;Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak
5.1.02.01.01.0027;Belanja Alat/Bahan untuk Kegiatan Kantor-Benda Pos
5.1.02.01.01.0028;Belanja Alat/Bahan untuk Kegiatan Kantor-Persediaan Dokumen/Administrasi Tender
5.1.02.01.01.0029;Belanja Alat/Bahan untuk Kegiatan Kantor-Bahan Komputer
5.1.02.01.01.0030;Belanja Alat/Bahan untuk Kegiatan Kantor-Perabot Kantor
5.1.02.01.01.0031;Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Listrik
5.1.02.01.01.0032;Belanja Alat/Bahan untuk Kegiatan Kantor-Perlengkapan Dinas
5.1.02.01.01.0033;Belanja Alat/Bahan untuk Kegiatan Kantor- Kaporlap dan Perlengkapan Satwa
5.1.02.01.01.0034;Belanja Alat/Bahan untuk Kegiatan Kantor- Perlengkapan Pendukung Olahraga
5.1.02.01.01.0035;Belanja Alat/Bahan untuk Kegiatan Kantor- Suvenir/Cendera Mata
5.1.02.01.01.0036;Belanja Alat/Bahan untuk Kegiatan Kantor-Alat/Bahan untuk Kegiatan Kantor Lainnya
5.1.02.01.01.0037;Belanja Obat-Obatan-Obat
5.1.02.01.01.0038;Belanja Obat-Obatan-Obat-Obatan Lainnya
5.1.02.01.01.0039;Belanja Persediaan untuk Dijual/Diserahkan-Persediaan untuk Dijual/Diserahkan kepada Masyarakat
5.1.02.01.01.0040;Belanja Persediaan untuk Dijual/Diserahkan-Persediaan untuk Dijual/Diserahkan Lainnya
5.1.02.01.01.0041;Belanja Persediaan untuk Tujuan Strategis/Berjaga-jaga-Persediaan untuk Tujuan Strategis/Berjaga-jaga
5.1.02.01.01.0042;Belanja Persediaan untuk Tujuan Strategis/Berjaga-jaga-Persediaan untuk Tujuan Strategis/Berjaga-jaga Lainnya
5.1.02.01.01.0043;Belanja Natura dan Pakan-Natura
5.1.02.01.01.0044;Belanja Natura dan Pakan-Pakan
5.1.02.01.01.0045;Belanja Natura dan Pakan-Natura dan Pakan Lainnya
5.1.02.01.01.0046;Belanja Persediaan Penelitian-Persediaan Penelitian Biologi
5.1.02.01.01.0047;Belanja Persediaan Penelitian-Persediaan Penelitian Biologi Lainnya
5.1.02.01.01.0048;Belanja Persediaan Penelitian-Persediaan Penelitian Teknologi
5.1.02.01.01.0049;Belanja Persediaan Penelitian-Persediaan Penelitian Lainnya
5.1.02.01.01.0050;Belanja Persediaan Dalam Proses-Persediaan Dalam Proses
5.1.02.01.01.0051;Belanja Persediaan Dalam Proses-Persediaan Dalam Proses Lainnya
5.1.02.01.01.0052;Belanja Makanan dan Minuman Rapat
5.1.02.01.01.0053;Belanja Makanan dan Minuman Jamuan Tamu
5.1.02.01.01.0054;Belanja Penambah Daya Tahan Tubuh
5.1.02.01.01.0055;Belanja Makanan dan Minuman pada Fasilitas Pelayanan Urusan Pendidikan
5.1.02.01.01.0056;Belanja Makanan dan Minuman pada Fasilitas Pelayanan Urusan Kesehatan
5.1.02.01.01.0057;Belanja Makanan dan Minuman pada Fasilitas Pelayanan Urusan Sosial
5.1.02.01.01.0058;Belanja Makanan dan Minuman Aktivitas Lapangan
5.1.02.01.01.0059;Belanja Pakaian Dinas KDH dan WKDH
5.1.02.01.01.0060;Belanja Pakaian Dinas dan Atribut Pimpinan dan Anggota DPRD
5.1.02.01.01.0061;Belanja Pakaian Sipil Harian (PSH)
5.1.02.01.01.0062;Belanja Pakaian Sipil Lengkap (PSL)
5.1.02.01.01.0063;Belanja Pakaian Dinas Harian (PDH)
5.1.02.01.01.0064;Belanja Pakaian Dinas Lapangan (PDL)
5.1.02.01.01.0065;Belanja Pakaian Sipil Resmi (PSR)
5.1.02.01.01.0066;Belanja Pakaian Dinas Upacara (PDU)
5.1.02.01.01.0067;Belanja Pakaian Penyelamatan
5.1.02.01.01.0068;Belanja Pakaian Siaga
5.1.02.01.01.0069;Belanja Pakaian Teknik
5.1.02.01.01.0070;Belanja Pakaian Pelatihan Kerja
5.1.02.01.01.0071;Belanja Pakaian Kerja Laboratorium
5.1.02.01.01.0072;Belanja Pakaian Kerja Bengkel
5.1.02.01.01.0073;Belanja Pakaian KORPRI
5.1.02.01.01.0074;Belanja Pakaian Adat Daerah
5.1.02.01.01.0075;Belanja Pakaian Batik Tradisional
5.1.02.01.01.0076;Belanja Pakaian Olahraga
5.1.02.01.01.0077;Belanja Pakaian Paskibraka
5.1.02.01.01.0078;Belanja Pakaian Jas/Safari
5.1.02.01.02.0001;Belanja Komponen-Komponen Jembatan Baja
5.1.02.01.02.0002;Belanja Komponen-Komponen Jembatan Pratekan
5.1.02.01.02.0003;Belanja Komponen-Komponen Peralatan
5.1.02.01.02.0004;Belanja Komponen-Komponen Rambu-Rambu
5.1.02.01.02.0005;Belanja Komponen-Attachment
5.1.02.01.02.0006;Belanja Komponen-Komponen Lainnya
5.1.02.01.02.0007;Belanja Pipa-Pipa Air Besi Tuang (DCI)
5.1.02.01.02.0008;Belanja Pipa-Pipa Asbes Semen (ACP)
5.1.02.01.02.0009;Belanja Pipa-Pipa Baja
5.1.02.01.02.0010;Belanja Pipa-Pipa Beton Pratekan
5.1.02.01.02.0011;Belanja Pipa-Pipa Fiber Glass
5.1.02.01.02.0012;Belanja Pipa-Pipa Plastik PVC (UPVC)
5.1.02.01.02.0013;Belanja Pipa-Pipa Lainnya
5.1.02.01.03.0001;Belanja Komponen Bekas dan Pipa Bekas-Komponen Bekas
5.1.02.01.03.0002;Belanja Komponen Bekas dan Pipa Bekas-Pipa Bekas
5.1.02.01.03.0003;Belanja Komponen Bekas dan Pipa Bekas-Komponen Bekas dan Pipa Bekas Lainnya
5.1.02.02.01.0001;Belanja Jasa Pengelolaan BMD yang Tidak Menghasilkan Pendapatan
5.1.02.02.01.0002;Belanja Jasa Pengelolaan BMD yang Menghasilkan Pendapatan
5.1.02.02.01.0003;Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia
5.1.02.02.01.0004;Honorarium Tim Pelaksana Kegiatan dan Sekretariat Tim Pelaksana Kegiatan
5.1.02.02.01.0005;Honorarium Pemberi Keterangan Ahli, Saksi Ahli, dan Beracara
5.1.02.02.01.0006;Honorarium Penyuluhan atau Pendampingan
5.1.02.02.01.0007;Honorarium Rohaniwan
5.1.02.02.01.0008;Honorarium Tim Penyusunan Jurnal, Buletin, Majalah, Pengelola Teknologi Informasi dan Pengelola Website
5.1.02.02.01.0009;Honorarium Penyelenggara Ujian
5.1.02.02.01.0010;Honorarium Penulisan Butir Soal Tingkat Provinsi, Kabupaten atau Kota
